             x=-,0.104, y=0.413, z,=0.960 m (x-r,i        Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
             x=-,0.104, y=0.413, z,=0.960 m (x-r,ight, y-fwd, z-up,)
,,,,,,,,
Body to Sensor R,otations:
,,,,,,,,,,,
             xRo,t=0.000, yRot=90.,000, zRot=180,.000 degrees (Rot,ate IMU into Vehi,cle Frame)
,,,,,,,

,,,,,,,,,,,,
        Latitude,        Longitude,        H-Ell,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
      (+/-D M S),       (+/-D M S),          (m),       (+/-D M S),       (+/-D M S),          (m),         (sec),          (deg),          (deg),          (deg),     (m/s),     (m/s),     (m/s)
  33 42 56.97402,  -97 33 28.98307,     3503.027,   33 42 56.97402,  -97 33 28.98307,     3503.027, 1271012928.00, -162.074227768,  -0.4917352981,   1.0401819587,     0.000,   -55.219,     0.109
  33 42 55.18387,  -97 33 28.98652,     3503.058,   33 42 55.18387,  -97 33 28.98652,     3503.058, 1271012929.00, -161.927831321,  -0.4240116867,   1.2427626464,    -0.178,   -55.152,    -0.009
  33 42 53.39562,  -97 33 28.99715,     3503.075,   33 42 53.39562,  -97 33 28.99715,     3503.075, 1271012930.00, -161.376737596,  -0.3715115639,   0.9497749483,    -0.369,   -55.103,     0.045
  33 42 51.60876,  -97 33 29.01495,     3503.141,   33 42 51.60876,  -97 33 29.01495,     3503.141, 1271012931.00, -161.053222706,  -0.3042635075,  -0.1020609720,    -0.514,   -55.079,     0.102
  33 42 49.82168,  -97 33 29.03469,     3503.282,   33 42 49.82168,  -97 33 29.03469,     3503.282, 1271012932.00, -161.117600244,  -0.2099431953,  -1.3701025163,    -0.458,   -55.116,     0.190
  33 42 48.03242,  -97 33 29.04797,     3503.501,   33 42 48.03242,  -97 33 29.04797,     3503.501, 1271012933.00, -161.411338517,  -0.1674755635,  -2.0795216695,    -0.208,   -55.212,     0.245
  33 42 46.23976,  -97 33 29.04988,     3503.762,   33 42 46.23976,  -97 33 29.04988,     3503.762, 1271012934.00, -162.020335357,  -0.1878499427,  -2.1461108245,     0.120,   -55.321,     0.268
  33 42 44.44291,  -97 33 29.03851,     3504.004,   33 42 44.44291,  -97 33 29.03851,     3504.004, 1271012935.00, -162.446352396,  -0.1839423705,  -1.2454784663,     0.433,   -55.453,     0.212
  33 42 42.64300,  -97 33 29.01845,     3504.228,   33 42 42.64300,  -97 33 29.01845,     3504.228, 1271012936.00, -162.734997074,  -0.0691445467,   0.3085778797,     0.548,   -55.507,     0.231
  33 42 40.84283,  -97 33 28.99864,     3504.502,   33 42 40.84283,  -97 33 28.99864,     3504.502, 1271012937.00, -162.723715535,   0.0901033429,   1.7064058238,     0.429,   -55.461,     0.317
  33 42 39.04502,  -97 33 28.98649,     3504.860,   33 42 39.04502,  -97 33 28.98649,     3504.860, 1271012938.00, -162.067111632,   0.1512150213,   1.2278199071,     0.207,   -55.379,     0.392
  33 42 37.25014,  -97 33 28.98264,     3505.236,   33 42 37.25014,  -97 33 28.98264,     3505.236, 1271012939.00, -161.647202323,  -0.0158021760,   0.8731246544,     0.003,   -55.293,     0.313
  33 42 35.45746,  -97 33 28.98601,     3505.481,   33 42 35.45746,  -97 33 28.98601,     3505.481, 1271012940.00, -161.766681212,  -0.1589384924,   0.5554138274,    -0.157,   -55.241,     0.175
  33 42 33.66542,  -97 33 28.99346,     3505.580,   33 42 33.66542,  -97 33 28.99346,     3505.580, 1271012941.00, -161.732658978,  -0.3085435023,   0.6286607520,    -0.239,   -55.250,     0.024
  33 42 31.87319,  -97 33 29.00476,     3505.545,   33 42 31.87319,  -97 33 29.00476,     3505.545, 1271012942.00, -161.590817546,  -0.4150563564,   0.3330145297,    -0.340,   -55.255,    -0.086
  33 42 30.07989,  -97 33 29.01876,     3505.440,   33 42 30.07989,  -97 33 29.01876,     3505.440, 1271012943.00, -161.312428813,  -0.4323367635,  -0.8957450282,    -0.345,   -55.317,    -0.100
  33 42 28.28391,  -97 33 29.02993,     3505.329,   33 42 28.28391,  -97 33 29.02993,     3505.329, 1271012944.00, -161.424539465,  -0.5156849339,  -1.1706387191,    -0.228,   -55.421,    -0.135
  33 42 26.48466,  -97 33 29.03651,     3505.194,   33 42 26.48466,  -97 33 29.03651,     3505.194, 1271012945.00, -162.135889486,  -0.5038648146,   0.1483502323,    -0.148,   -55.499,    -0.143
  33 42 24.68313,  -97 33 29.04170,     3505.052,   33 42 24.68313,  -97 33 29.04170,     3505.052, 1271012946.00, -162.155077842,  -0.4401232599,   0.0755101078,    -0.121,   -55.568,    -0.137
  33 42 22.87986,  -97 33 29.04607,     3504.955,   33 42 22.87986,  -97 33 29.04607,     3504.955, 1271012947.00, -161.575691460,  -0.4240460642,  -0.5501655340,    -0.098,   -55.613,    -0.060
  33 42 21.07514,  -97 33 29.04957,     3504.892,   33 42 21.07514,  -97 33 29.04957,     3504.892, 1271012948.00, -161.658730234,  -0.5173350524,  -0.9630790283,    -0.058,   -55.662,    -0.084
  33 42 19.26805,  -97 33 29.04985,     3504.751,   33 42 19.26805,  -97 33 29.04985,     3504.751, 1271012949.00, -162.083532602,  -0.5967355436,  -0.2674395100,     0.019,   -55.753,    -0.201
  33 42 17.45854,  -97 33 29.04799,     3504.590,   33 42 17.45854,  -97 33 29.04799,     3504.590, 1271012950.00, -162.166634401,  -0.3825180832,  -0.5761663588,     0.098,   -55.816,    -0.094
  33 42 15.64723,  -97 33 29.04322,     3504.594,   33 42 15.64723,  -97 33 29.04322,     3504.594, 1271012951.00, -162.053062707,  -0.2325692986,  -0.0344806001,     0.130,   -55.842,     0.098
  33 42 13.83572,  -97 33 29.03848,     3504.741,   33 42 13.83572,  -97 33 29.03848,     3504.741, 1271012952.00, -162.094229724,  -0.1862456609,  -0.2200788187,     0.120,   -55.848,     0.179
  33 42 12.02407,  -97 33 29.03257,     3504.947,   33 42 12.02407,  -97 33 29.03257,     3504.947, 1271012953.00, -162.038394987,  -0.0800593927,  -0.2653195662,     0.177,   -55.845,     0.243
  33 42 10.21298,  -97 33 29.02569,     3505.241,   33 42 10.21298,  -97 33 29.02569,     3505.241, 1271012954.00, -162.287591521,   0.0651911379,   0.5881583654,     0.155,   -55.805,     0.351
  33 42 08.40377,  -97 33 29.02051,     3505.636,   33 42 08.40377,  -97 33 29.02051,     3505.636, 1271012955.00, -162.092316045,   0.1347138368,   0.0045435553,     0.128,   -55.749,     0.435
  33 42 06.59629,  -97 33 29.01535,     3506.083,   33 42 06.59629,  -97 33 29.01535,     3506.083, 1271012956.00, -161.793719090,   0.0011802931,  -0.5711644372,     0.147,   -55.694,     0.427
  33 42 04.78970,  -97 33 29.00848,     3506.433,   33 42 04.78970,  -97 33 29.00848,     3506.433, 1271012957.00, -162.056649422,  -0.1156572605,  -1.0162495116,     0.227,   -55.700,     0.289
  33 42 02.98220,  -97 33 28.99616,     3506.655,   33 42 02.98220,  -97 33 28.99616,     3506.655, 1271012958.00, -162.275605244,  -0.2808639112,  -1.0885739741,     0.407,   -55.749,     0.144
  33 42 01.17276,  -97 33 28.97801,     3506.723,   33 42 01.17276,  -97 33 28.97801,     3506.723, 1271012959.00, -162.645609929,  -0.3422563389,   0.0132009476,     0.494,   -55.797,     0.008
  33 41 59.36249,  -97 33 28.95937,     3506.711,   33 41 59.36249,  -97 33 28.95937,     3506.711, 1271012960.00, -162.949008270,  -0.3176306129,   1.7172920219,     0.415,   -55.802,    -0.035
  33 41 57.55334,  -97 33 28.94803,     3506.673,   33 41 57.55334,  -97 33 28.94803,     3506.673, 1271012961.00, -162.403867576,  -0.1715492934,   1.9036465447,     0.165,   -55.733,    -0.010
  33 41 55.74699,  -97 33 28.94804,     3506.747,   33 41 55.74699,  -97 33 28.94804,     3506.747, 1271012962.00, -161.605525373,   0.0057754146,   1.6066939787,    -0.158,   -55.625,     0.168
  33 41 53.94472,  -97 33 28.95985,     3506.987,   33 41 53.94472,  -97 33 28.95985,     3506.987, 1271012963.00, -161.429867972,  -0.1143394576,   1.0060565925,    -0.422,   -55.508,     0.253
  33 41 52.14503,  -97 33 28.97908,     3507.159,   33 41 52.14503,  -97 33 28.97908,     3507.159, 1271012964.00, -161.388529067,  -0.2526457398,   0.1868472666,    -0.543,   -55.465,     0.106
  33 41 50.34566,  -97 33 29.00046,     3507.233,   33 41 50.34566,  -97 33 29.00046,     3507.233, 1271012965.00, -161.238064621,  -0.1964213913,  -0.7439856970,    -0.535,   -55.483,     0.074
  33 41 48.54536,  -97 33 29.01919,     3507.327,   33 41 48.54536,  -97 33 29.01919,     3507.327, 1271012966.00, -161.380341500,  -0.2718684738,  -1.2730950320,    -0.414,   -55.523,     0.097
  33 41 46.74293,  -97 33 29.03204,     3507.367,   33 41 46.74293,  -97 33 29.03204,     3507.367, 1271012967.00, -161.781326013,  -0.3484786606,  -1.0061024291,    -0.257,   -55.606,    -0.002
  33 41 44.93791,  -97 33 29.03888,     3507.370,   33 41 44.93791,  -97 33 29.03888,     3507.370, 1271012968.00, -162.032350282,  -0.3712995696,  -0.9937666478,    -0.103,   -55.683,     0.014
  33 41 43.13056,  -97 33 29.04092,     3507.398,   33 41 43.13056,  -97 33 29.04092,     3507.398, 1271012969.00, -162.301073218,  -0.3019372989,  -0.5093709390,    -0.003,   -55.740,     0.045
  33 41 41.32183,  -97 33 29.04030,     3507.475,   33 41 41.32183,  -97 33 29.04030,     3507.475, 1271012970.00, -162.516872042,  -0.2921740980,   0.0376948933,     0.005,   -55.770,     0.086
  33 41 39.51240,  -97 33 29.03910,     3507.562,   33 41 39.51240,  -97 33 29.03910,     3507.562, 1271012971.00, -162.403621204,  -0.2145153985,  -1.1597353323,     0.100,   -55.803,     0.092
  33 41 37.70139,  -97 33 29.03270,     3507.684,   33 41 37.70139,  -97 33 29.03270,     3507.684, 1271012972.00, -162.491283747,  -0.2372389047,  -0.7032254794,     0.212,   -55.846,     0.119
  33 41 35.88959,  -97 33 29.02362,     3507.819,   33 41 35.88959,  -97 33 29.02362,     3507.819, 1271012973.00, -163.117091169,  -0.1872426074,   0.0896335175,     0.249,   -55.863,     0.152
  33 41 34.07762,  -97 33 29.01357,     3507.968,   33 41 34.07762,  -97 33 29.01357,     3507.968, 1271012974.00, -163.016216219,  -0.1524354214,  -0.0032372115,     0.266,   -55.854,     0.152
  33 41 32.26594,  -97 33 29.00319,     3508.202,   33 41 32.26594,  -97 33 29.00319,     3508.202, 1271012975.00, -162.669204331,   0.0857488636,  -0.2174718607,     0.269,   -55.831,     0.337
  33 41 30.45595,  -97 33 28.99266,     3508.603,   33 41 30.45595,  -97 33 28.99266,     3508.603, 1271012976.00, -162.775671348,   0.1234494865,  -0.1377218652,     0.279,   -55.763,     0.447
  33 41 28.64807,  -97 33 28.98103,     3509.016,   33 41 28.64807,  -97 33 28.98103,     3509.016, 1271012977.00, -162.855364048,  -0.1225442132,  -0.2412897163,     0.319,   -55.703,     0.337
  33 41 26.84162,  -97 33 28.96799,     3509.220,   33 41 26.84162,  -97 33 28.96799,     3509.220, 1271012978.00, -162.875979069,  -0.2974624985,   0.7131949451,     0.318,   -55.668,     0.086
  33 41 25.03685,  -97 33 28.95833,     3509.197,   33 41 25.03685,  -97 33 28.95833,     3509.197, 1271012979.00, -162.768566672,  -0.5029939188,   1.2234138616,     0.161,   -55.603,    -0.130
  33 41 23.23349,  -97 33 28.95535,     3508.943,   33 41 23.23349,  -97 33 28.95535,     3508.943, 1271012980.00, -162.169390328,  -0.7158133622,   0.3678274453,     0.005,   -55.590,    -0.359
  33 41 21.43023,  -97 33 28.95778,     3508.484,   33 41 21.43023,  -97 33 28.95778,     3508.484, 1271012981.00, -162.035478632,  -0.8058307614,   0.0712243835,    -0.121,   -55.594,    -0.522
  33 41 19.62629,  -97 33 28.96402,     3507.929,   33 41 19.62629,  -97 33 28.96402,     3507.929, 1271012982.00, -162.400269401,  -0.9266732900,  -0.3790917956,    -0.172,   -55.641,    -0.608
  33 41 17.81988,  -97 33 28.96912,     3507.276,   33 41 17.81988,  -97 33 28.96912,     3507.276, 1271012983.00, -162.347396856,  -1.0576743602,  -1.4277019635,    -0.063,   -55.747,    -0.696
  33 41 16.00920,  -97 33 28.96853,     3506.539,   33 41 16.00920,  -97 33 28.96853,     3506.539, 1271012984.00, -162.459581992,  -1.1559881883,  -1.6902999801,     0.099,   -55.889,    -0.782
  33 41 14.19363,  -97 33 28.96112,     3505.698,   33 41 14.19363,  -97 33 28.96112,     3505.698, 1271012985.00, -162.948332180,  -1.2874877319,  -1.1291565748,     0.272,   -56.053,    -0.902
  33 41 12.37303,  -97 33 28.94803,     3504.776,   33 41 12.37303,  -97 33 28.94803,     3504.776, 1271012986.00, -163.192652843,  -1.1572143180,  -0.2938012982,     0.375,   -56.182,    -0.908
  33 41 10.54902,  -97 33 28.93362,     3503.970,   33 41 10.54902,  -97 33 28.93362,     3503.970, 1271012987.00, -163.084163284,  -0.7444440632,   0.0285218390,     0.361,   -56.263,    -0.679
  33 41 08.72423,  -97 33 28.92009,     3503.632,   33 41 08.72423,  -97 33 28.92009,     3503.632, 1271012988.00, -162.779687782,   0.1984553915,   0.5519417032,     0.321,   -56.206,     0.042
  33 41 06.90424,  -97 33 28.91064,     3504.029,   33 41 06.90424,  -97 33 28.91064,     3504.029, 1271012989.00, -162.878872506,   0.7522191005,   0.9826054299,     0.171,   -55.984,     0.697
  33 41 05.09239,  -97 33 28.90495,     3504.990,   33 41 05.09239,  -97 33 28.90495,     3504.990, 1271012990.00, -162.495747088,   1.2182457823,   0.5989357016,     0.132,   -55.713,     1.183
  33 41 03.29079,  -97 33 28.90142,     3506.359,   33 41 03.29079,  -97 33 28.90142,     3506.359, 1271012991.00, -162.430269471,   1.3877152390,   1.1487288130,     0.046,   -55.357,     1.487
  33 41 01.50050,  -97 33 28.90172,     3507.850,   33 41 01.50050,  -97 33 28.90172,     3507.850, 1271012992.00, -162.313168357,   1.1945367888,   0.5467678943,    -0.029,   -55.040,     1.445
  33 40 59.71960,  -97 33 28.90339,     3509.149,   33 40 59.71960,  -97 33 28.90339,     3509.149, 1271012993.00, -162.104789336,   0.6563747205,   0.7965087381,    -0.066,   -54.776,     1.112
  33 40 57.94563,  -97 33 28.90873,     3509.936,   33 40 57.94563,  -97 33 28.90873,     3509.936, 1271012994.00, -162.176283010,   0.0236115907,   1.2579689463,    -0.215,   -54.617,     0.472
  33 40 56.17559,  -97 33 28.91972,     3510.194,   33 40 56.17559,  -97 33 28.91972,     3510.194, 1271012995.00, -161.771998260,  -0.0803458716,   0.6071748347,    -0.338,   -54.523,     0.132
  33 40 54.40775,  -97 33 28.93493,     3510.243,   33 40 54.40775,  -97 33 28.93493,     3510.243, 1271012996.00, -161.333376150,  -0.2591659995,  -0.1778919362,    -0.429,   -54.479,    -0.033
  33 40 52.64039,  -97 33 28.95196,     3510.116,   33 40 52.64039,  -97 33 28.95196,     3510.116, 1271012997.00, -161.585437473,  -0.5004041495,  -0.9040586458,    -0.419,   -54.506,    -0.224
  33 40 50.87083,  -97 33 28.96568,     3509.778,   33 40 50.87083,  -97 33 28.96568,     3509.778, 1271012998.00, -161.874477491,  -0.7498184073,  -0.7386514599,    -0.301,   -54.597,    -0.442
  33 40 49.09793,  -97 33 28.97599,     3509.237,   33 40 49.09793,  -97 33 28.97599,     3509.237, 1271012999.00, -161.974911263,  -0.8944959802,  -0.8814554608,    -0.231,   -54.716,    -0.619
  33 40 47.32111,  -97 33 28.98345,     3508.552,   33 40 47.32111,  -97 33 28.98345,     3508.552, 1271013000.00, -162.148998760,  -0.9962647438,  -0.2389864259,    -0.183,   -54.830,    -0.746
  33 40 45.54060,  -97 33 28.99074,     3507.752,   33 40 45.54060,  -97 33 28.99074,     3507.752, 1271013001.00, -162.357927820,  -1.1061294010,  -0.1866581905,    -0.185,   -54.951,    -0.849
  33 40 43.75608,  -97 33 28.99794,     3506.869,   33 40 43.75608,  -97 33 28.99794,     3506.869, 1271013002.00, -162.186768138,  -1.1186657175,  -0.0102616741,    -0.200,   -55.070,    -0.909
  33 40 41.96816,  -97 33 29.00698,     3506.002,   33 40 41.96816,  -97 33 29.00698,     3506.002, 1271013003.00, -162.054506560,  -0.9026663583,  -0.4629957351,    -0.244,   -55.160,    -0.794
  33 40 40.17729,  -97 33 29.01568,     3505.337,   33 40 40.17729,  -97 33 29.01568,     3505.337, 1271013004.00, -161.980050695,  -0.5750490911,  -1.1238968222,    -0.181,   -55.252,    -0.515
  33 40 38.38415,  -97 33 29.02003,     3504.985,   33 40 38.38415,  -97 33 29.02003,     3504.985, 1271013005.00, -162.193437366,  -0.2760281474,  -1.3692946458,    -0.035,   -55.298,    -0.186
  33 40 36.58986,  -97 33 29.01746,     3504.911,   33 40 36.58986,  -97 33 29.01746,     3504.911, 1271013006.00, -162.684788783,  -0.1977850309,  -0.6823125199,     0.144,   -55.317,    -0.002
  33 40 34.79581,  -97 33 29.00984,     3504.976,   33 40 34.79581,  -97 33 29.00984,     3504.976, 1271013007.00, -162.922835558,   0.0677809072,  -0.0053628850,     0.224,   -55.281,     0.147
  33 40 33.00390,  -97 33 29.00003,     3505.232,   33 40 33.00390,  -97 33 29.00003,     3505.232, 1271013008.00, -162.635663381,   0.1723514344,   0.0645838027,     0.272,   -55.188,     0.332
  33 40 31.21542,  -97 33 28.99060,     3505.597,   33 40 31.21542,  -97 33 28.99060,     3505.597, 1271013009.00, -162.590405445,   0.1957338420,   0.5227036669,     0.200,   -55.073,     0.387
  33 40 29.43086,  -97 33 28.98351,     3505.987,   33 40 29.43086,  -97 33 28.98351,     3505.987, 1271013010.00, -162.444014729,   0.0690242256,  -0.0516693340,     0.184,   -54.963,     0.380
  33 40 27.64898,  -97 33 28.97709,     3506.230,   33 40 27.64898,  -97 33 28.97709,     3506.230, 1271013011.00, -162.435993319,  -0.3105603137,   0.7736477220,     0.108,   -54.895,     0.087
  33 40 25.86903,  -97 33 28.97531,     3506.208,   33 40 25.86903,  -97 33 28.97531,     3506.208, 1271013012.00, -162.489106507,  -0.2315551633,   0.2295498110,     0.006,   -54.854,    -0.055
  33 40 24.08985,  -97 33 28.97466,     3506.218,   33 40 24.08985,  -97 33 28.97466,     3506.218, 1271013013.00, -162.071007745,  -0.0178189874,  -0.7063022628,     0.050,   -54.838,     0.101
  33 40 22.31164,  -97 33 28.97247,     3506.430,   33 40 22.31164,  -97 33 28.97247,     3506.430, 1271013014.00, -162.293533093,   0.1989424056,  -0.0869807229,     0.046,   -54.783,     0.310
  33 40 20.53567,  -97 33 28.96917,     3506.809,   33 40 20.53567,  -97 33 28.96917,     3506.809, 1271013015.00, -162.531253282,   0.1066732823,  -0.2289252870,     0.126,   -54.717,     0.389
  33 40 18.76158,  -97 33 28.96379,     3507.139,   33 40 18.76158,  -97 33 28.96379,     3507.139, 1271013016.00, -162.605760714,   0.0004354479,   0.9242267602,     0.112,   -54.653,     0.266
  33 40 16.99036,  -97 33 28.96220,     3507.342,   33 40 16.99036,  -97 33 28.96220,     3507.342, 1271013017.00, -162.455147299,  -0.1356019214,   1.4228318222,    -0.049,   -54.551,     0.121
  33 40 15.22204,  -97 33 28.96799,     3507.377,   33 40 15.22204,  -97 33 28.96799,     3507.377, 1271013018.00, -161.812993390,  -0.3314446253,   0.3696838286,    -0.216,   -54.484,    -0.041
  33 40 13.45519,  -97 33 28.97930,     3507.244,   33 40 13.45519,  -97 33 28.97930,     3507.244, 1271013019.00, -161.674291767,  -0.5308110197,   0.1926627882,    -0.364,   -54.459,    -0.228
  33 40 11.68841,  -97 33 28.99464,     3506.919,   33 40 11.68841,  -97 33 28.99464,     3506.919, 1271013020.00, -162.015121441,  -0.6845986215,   0.4642161352,    -0.432,   -54.474,    -0.414
  33 40 09.92062,  -97 33 29.01289,     3506.407,   33 40 09.92062,  -97 33 29.01289,     3506.407, 1271013021.00, -161.916492487,  -0.8582506701,   0.2201074666,    -0.512,   -54.523,    -0.599
  33 40 08.15086,  -97 33 29.03370,     3505.737,   33 40 08.15086,  -97 33 29.03370,     3505.737, 1271013022.00, -161.449239675,  -0.9720572769,  -0.8495417116,    -0.540,   -54.601,    -0.712
  33 40 06.37758,  -97 33 29.05381,     3505.001,   33 40 06.37758,  -97 33 29.05381,     3505.001, 1271013023.00, -161.668247063,  -1.0260184421,  -1.2492026920,    -0.472,   -54.737,    -0.743
  33 40 04.59960,  -97 33 29.06991,     3504.246,   33 40 04.59960,  -97 33 29.06991,     3504.246, 1271013024.00, -162.273175903,  -1.1497143004,  -1.7346927501,    -0.335,   -54.899,    -0.778
  33 40 02.81528,  -97 33 29.07711,     3503.439,   33 40 02.81528,  -97 33 29.07711,     3503.439, 1271013025.00, -162.426791617,  -1.1469411847,  -1.9086198184,    -0.043,   -55.107,    -0.806
  33 40 01.02478,  -97 33 29.07530,     3502.667,   33 40 01.02478,  -97 33 29.07530,     3502.667, 1271013026.00, -162.799821519,  -1.0813432468,  -0.4953907688,     0.086,   -55.269,    -0.734
  33 39 59.23035,  -97 33 29.07159,     3501.979,   33 39 59.23035,  -97 33 29.07159,     3501.979, 1271013027.00, -163.130034285,  -0.9895725967,   0.5787733168,     0.074,   -55.356,    -0.658
  33 39 57.43380,  -97 33 29.07020,     3501.430,   33 39 57.43380,  -97 33 29.07020,     3501.430, 1271013028.00, -162.678354467,  -0.6631413521,   0.1467402209,     0.009,   -55.400,    -0.398
  33 39 55.63677,  -97 33 29.07167,     3501.179,   33 39 55.63677,  -97 33 29.07167,     3501.179, 1271013029.00, -162.394648685,  -0.4826367283,  -0.1315797577,    -0.081,   -55.391,    -0.121
  33 39 53.84021,  -97 33 29.07498,     3501.134,   33 39 53.84021,  -97 33 29.07498,     3501.134, 1271013030.00, -162.594828679,  -0.3537727906,  -0.4520866187,    -0.076,   -55.374,     0.035
  33 39 52.04402,  -97 33 29.07650,     3501.283,   33 39 52.04402,  -97 33 29.07650,     3501.283, 1271013031.00, -162.792923107,  -0.1246756162,  -0.4377798625,    -0.001,   -55.360,     0.260
  33 39 50.24886,  -97 33 29.07438,     3501.644,   33 39 50.24886,  -97 33 29.07438,     3501.644, 1271013032.00, -162.790671383,  -0.0006646310,  -0.9404758432,     0.130,   -55.320,     0.445
  33 39 48.45494,  -97 33 29.06678,     3502.139,   33 39 48.45494,  -97 33 29.06678,     3502.139, 1271013033.00, -162.844179912,  -0.0730521189,  -0.1421508290,     0.227,   -55.270,     0.505
  33 39 46.66300,  -97 33 29.05773,     3502.559,   33 39 46.66300,  -97 33 29.05773,     3502.559, 1271013034.00, -163.023229223,  -0.3170920326,  -0.1541371060,     0.248,   -55.225,     0.312
  33 39 44.87193,  -97 33 29.04751,     3502.714,   33 39 44.87193,  -97 33 29.04751,     3502.714, 1271013035.00, -162.926101417,  -0.5516896018,  -0.5701904090,     0.290,   -55.211,    -0.001
  33 39 43.08018,  -97 33 29.03517,     3502.603,   33 39 43.08018,  -97 33 29.03517,     3502.603, 1271013036.00, -162.919214465,  -0.7016956821,  -0.5090157052,     0.340,   -55.264,    -0.200
  33 39 41.28672,  -97 33 29.02122,     3502.351,   33 39 41.28672,  -97 33 29.02122,     3502.351, 1271013037.00, -163.030763618,  -0.9023512316,  -0.4207229090,     0.371,   -55.316,    -0.318
  33 39 39.49109,  -97 33 29.00724,     3501.918,   33 39 39.49109,  -97 33 29.00724,     3501.918, 1271013038.00, -163.354559257,  -1.0988241891,   0.8980082115,     0.310,   -55.386,    -0.560
  33 39 37.69353,  -97 33 28.99778,     3501.326,   33 39 37.69353,  -97 33 28.99778,     3501.326, 1271013039.00, -163.119411648,  -0.9409399391,   0.5892527148,     0.186,   -55.443,    -0.552
  33 39 35.89440,  -97 33 28.99327,     3500.827,   33 39 35.89440,  -97 33 28.99327,     3500.827, 1271013040.00, -162.578465005,  -0.9188180386,   0.0436651136,     0.055,   -55.477,    -0.459
  33 39 34.09395,  -97 33 28.99277,     3500.394,   33 39 34.09395,  -97 33 28.99277,     3500.394, 1271013041.00, -162.601411964,  -0.8973034734,  -0.5334065185,    -0.008,   -55.532,    -0.426
  33 39 32.29158,  -97 33 28.99231,     3500.056,   33 39 32.29158,  -97 33 28.99231,     3500.056, 1271013042.00, -162.972247438,  -0.2958410279,  -0.7537202499,     0.049,   -55.581,    -0.152
  33 39 30.48870,  -97 33 28.98736,     3500.199,   33 39 30.48870,  -97 33 28.98736,     3500.199, 1271013043.00, -163.092081561,   0.3287689124,  -0.6123085365,     0.207,   -55.549,     0.433
  33 39 28.68881,  -97 33 28.97772,     3500.862,   33 39 28.68881,  -97 33 28.97772,     3500.862, 1271013044.00, -163.235441331,   0.5120982181,   0.8196906104,     0.236,   -55.400,     0.817
  33 39 26.89472,  -97 33 28.96956,     3501.667,   33 39 26.89472,  -97 33 28.96956,     3501.667, 1271013045.00, -163.078737374,   0.2483141788,   0.7837718863,     0.195,   -55.224,     0.725
  33 39 25.10570,  -97 33 28.96414,     3502.262,   33 39 25.10570,  -97 33 28.96414,     3502.262, 1271013046.00, -162.553850738,   0.0063712907,   0.5002952876,     0.088,   -55.084,     0.476
  33 39 23.32055,  -97 33 28.96238,     3502.600,   33 39 23.32055,  -97 33 28.96238,     3502.600, 1271013047.00, -162.339914027,  -0.2188641482,  -0.0017016847,     0.020,   -54.993,     0.212
  33 39 21.53739,  -97 33 28.96254,     3502.705,   33 39 21.53739,  -97 33 28.96254,     3502.705, 1271013048.00, -162.555260214,  -0.4009386763,   0.0816121083,    -0.027,   -54.951,     0.018
  33 39 19.75475,  -97 33 28.96335,     3502.645,   33 39 19.75475,  -97 33 28.96335,     3502.645, 1271013049.00, -162.538226179,  -0.2817462662,  -0.1270934981,    -0.013,   -54.958,    -0.083
  33 39 17.97255,  -97 33 28.96369,     3502.694,   33 39 17.97255,  -97 33 28.96369,     3502.694, 1271013050.00, -162.394322099,   0.0743871105,  -0.1549678948,    -0.007,   -54.908,     0.202
  33 39 16.19242,  -97 33 28.96356,     3503.023,   33 39 16.19242,  -97 33 28.96356,     3503.023, 1271013051.00, -162.452849738,   0.2635835041,  -0.4445866011,     0.031,   -54.845,     0.438
  33 39 14.41477,  -97 33 28.96064,     3503.558,   33 39 14.41477,  -97 33 28.96064,     3503.558, 1271013052.00, -162.480013667,   0.4498406241,  -0.5023350173,     0.119,   -54.751,     0.625
  33 39 12.64035,  -97 33 28.95413,     3504.269,   33 39 12.64035,  -97 33 28.95413,     3504.269, 1271013053.00, -162.660632882,   0.5910231544,  -0.3007168988,     0.218,   -54.645,     0.790
  33 39 10.86996,  -97 33 28.94472,     3505.099,   33 39 10.86996,  -97 33 28.94472,     3505.099, 1271013054.00, -162.848969839,   0.5798963140,  -0.0058556287,     0.261,   -54.507,     0.833
  33 39 09.10357,  -97 33 28.93320,     3505.886,   33 39 09.10357,  -97 33 28.93320,     3505.886, 1271013055.00, -162.572483325,   0.5262674644,  -0.3434194432,     0.334,   -54.400,     0.742
  33 39 07.34096,  -97 33 28.92051,     3506.609,   33 39 07.34096,  -97 33 28.92051,     3506.609, 1271013056.00, -162.816935769,   0.5232651656,   1.1606176873,     0.265,   -54.260,     0.714
  33 39 05.58309,  -97 33 28.91185,     3507.267,   33 39 05.58309,  -97 33 28.91185,     3507.267, 1271013057.00, -162.799930381,   0.2391812316,   1.0700216007,     0.186,   -54.132,     0.564
  33 39 03.82859,  -97 33 28.90764,     3507.699,   33 39 03.82859,  -97 33 28.90764,     3507.699, 1271013058.00, -162.299721037,   0.0105137755,   0.9860489063,     0.024,   -54.044,     0.313
