             x=-,0.104, y=0.413, z,=0.960 m (x-r,i        Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
             x=-,0.104, y=0.413, z,=0.960 m (x-r,ight, y-fwd, z-up,)
,,,,,,,,
Body to Sensor R,otations:
,,,,,,,,,,,
             xRo,t=0.000, yRot=90.,000, zRot=180,.000 degrees (Rot,ate IMU into Vehi,cle Frame)
,,,,,,,

,,,,,,,,,,,,
        Latitude,        Longitude,        H-Ell,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
      (+/-D M S),       (+/-D M S),          (m),       (+/-D M S),       (+/-D M S),          (m),         (sec),          (deg),          (deg),          (deg),     (m/s),     (m/s),     (m/s)
  33 19 49.31791,  -97 33 11.73935,     3497.134,   33 19 49.31791,  -97 33 11.73935,     3497.134, 1271009683.00, -15.4584475606,  -0.0442438009,  -0.0354947354,     1.444,    52.111,    -0.224
  33 19 51.00914,  -97 33 11.68459,     3496.969,   33 19 51.00914,  -97 33 11.68459,     3496.969, 1271009684.00, -15.5486024697,   0.0500593226,  -0.1157718521,     1.395,    52.152,    -0.142
  33 19 52.70114,  -97 33 11.63176,     3496.838,   33 19 52.70114,  -97 33 11.63176,     3496.838, 1271009685.00, -15.5293682765,  -0.0108518206,   0.3008486791,     1.359,    52.170,    -0.177
  33 19 54.39397,  -97 33 11.57879,     3496.655,   33 19 54.39397,  -97 33 11.57879,     3496.655, 1271009686.00, -15.3729507984,   0.0883443624,   0.5703852146,     1.388,    52.189,    -0.151
  33 19 56.08769,  -97 33 11.52303,     3496.558,   33 19 56.08769,  -97 33 11.52303,     3496.558, 1271009687.00, -15.1061071645,  -0.0704909975,   1.1284289184,     1.550,    52.254,    -0.108
  33 19 57.78395,  -97 33 11.46116,     3496.424,   33 19 57.78395,  -97 33 11.46116,     3496.424, 1271009688.00, -15.0590787887,  -0.1195934806,   0.2239176359,     1.616,    52.314,    -0.170
  33 19 59.48191,  -97 33 11.39864,     3496.257,   33 19 59.48191,  -97 33 11.39864,     3496.257, 1271009689.00, -14.9301976622,  -0.0109778714,  -0.3852339031,     1.609,    52.357,    -0.136
  33 20 01.18067,  -97 33 11.33752,     3496.187,   33 20 01.18067,  -97 33 11.33752,     3496.187, 1271009690.00, -15.1813422526,   0.1224811879,  -0.2668608227,     1.559,    52.367,    -0.017
  33 20 02.87884,  -97 33 11.27864,     3496.202,   33 20 02.87884,  -97 33 11.27864,     3496.202, 1271009691.00, -15.2814838160,   0.0763294375,  -0.5356811610,     1.492,    52.331,     0.029
  33 20 04.57601,  -97 33 11.22361,     3496.231,   33 20 04.57601,  -97 33 11.22361,     3496.231, 1271009692.00, -15.3402005309,   0.1753594628,  -0.7138251986,     1.357,    52.294,     0.065
  33 20 06.27154,  -97 33 11.17292,     3496.335,   33 20 06.27154,  -97 33 11.17292,     3496.335, 1271009693.00, -15.3540603799,   0.1893109851,  -0.2300883914,     1.281,    52.248,     0.112
  33 20 07.96595,  -97 33 11.12370,     3496.501,   33 20 07.96595,  -97 33 11.12370,     3496.501, 1271009694.00, -15.5365875447,   0.2606499602,   0.0050935948,     1.271,    52.214,     0.239
  33 20 09.65924,  -97 33 11.07507,     3496.729,   33 20 09.65924,  -97 33 11.07507,     3496.729, 1271009695.00, -15.5865150870,   0.2059955161,  -0.1768778009,     1.239,    52.177,     0.164
  33 20 11.35138,  -97 33 11.02740,     3496.855,   33 20 11.35138,  -97 33 11.02740,     3496.855, 1271009696.00, -15.5523725320,   0.2255219177,   0.4237653149,     1.252,    52.157,     0.102
  33 20 13.04371,  -97 33 10.97781,     3496.916,   33 20 13.04371,  -97 33 10.97781,     3496.916, 1271009697.00, -15.6512077516,   0.0906877598,   0.5969017014,     1.314,    52.174,     0.021
  33 20 14.73655,  -97 33 10.92628,     3496.953,   33 20 14.73655,  -97 33 10.92628,     3496.953, 1271009698.00, -15.3619213609,   0.2390551809,   0.6411913390,     1.356,    52.178,     0.083
  33 20 16.42995,  -97 33 10.87081,     3497.093,   33 20 16.42995,  -97 33 10.87081,     3497.093, 1271009699.00, -15.1272779550,   0.1049143019,   0.7393103614,     1.520,    52.221,     0.106
  33 20 18.12475,  -97 33 10.81106,     3497.172,   33 20 18.12475,  -97 33 10.81106,     3497.172, 1271009700.00, -15.0010782711,   0.1072233218,   0.0918336754,     1.547,    52.248,     0.041
  33 20 19.81985,  -97 33 10.75181,     3497.217,   33 20 19.81985,  -97 33 10.75181,     3497.217, 1271009701.00, -14.8151993032,   0.1090166797,  -0.4505396326,     1.516,    52.260,     0.072
  33 20 21.51475,  -97 33 10.69442,     3497.328,   33 20 21.51475,  -97 33 10.69442,     3497.328, 1271009702.00, -14.9946611438,   0.2066830654,  -0.5206696667,     1.452,    52.236,     0.149
  33 20 23.20869,  -97 33 10.64006,     3497.512,   33 20 23.20869,  -97 33 10.64006,     3497.512, 1271009703.00, -15.2123335397,   0.2473573393,  -0.7105364209,     1.351,    52.186,     0.250
  33 20 24.90091,  -97 33 10.59025,     3497.800,   33 20 24.90091,  -97 33 10.59025,     3497.800, 1271009704.00, -15.3637261779,   0.2405849782,  -1.1277413690,     1.213,    52.142,     0.295
  33 20 26.59093,  -97 33 10.54784,     3498.131,   33 20 26.59093,  -97 33 10.54784,     3498.131, 1271009705.00, -15.4328478063,   0.3187249623,  -1.5035443868,     0.994,    52.052,     0.346
  33 20 28.27825,  -97 33 10.51297,     3498.508,   33 20 28.27825,  -97 33 10.51297,     3498.508, 1271009706.00, -16.0459814021,   0.4983701494,  -0.8815643227,     0.821,    51.966,     0.403
  33 20 29.96222,  -97 33 10.48488,     3498.974,   33 20 29.96222,  -97 33 10.48488,     3498.974, 1271009707.00, -16.4240304144,   0.2978979464,  -0.7189302526,     0.639,    51.871,     0.460
  33 20 31.64374,  -97 33 10.46351,     3499.321,   33 20 31.64374,  -97 33 10.46351,     3499.321, 1271009708.00, -16.2866580535,   0.3647621211,   0.3518820299,     0.527,    51.815,     0.328
  33 20 33.32494,  -97 33 10.44135,     3499.616,   33 20 33.32494,  -97 33 10.44135,     3499.616, 1271009709.00, -16.2595514202,   0.3027967356,   1.3654157216,     0.643,    51.841,     0.237
  33 20 35.00774,  -97 33 10.41234,     3499.710,   33 20 35.00774,  -97 33 10.41234,     3499.710, 1271009710.00, -15.9810767430,   0.0701529524,   1.4984164146,     0.854,    51.909,    -0.027
  33 20 36.69328,  -97 33 10.37595,     3499.623,   33 20 36.69328,  -97 33 10.37595,     3499.623, 1271009711.00, -15.4799678554,   0.0438599192,   0.9071239700,     1.012,    52.001,    -0.127
  33 20 38.38166,  -97 33 10.33405,     3499.491,   33 20 38.38166,  -97 33 10.33405,     3499.491, 1271009712.00, -15.1114872382,   0.1119616827,   0.7051219697,     1.158,    52.086,    -0.112
  33 20 40.07212,  -97 33 10.28666,     3499.422,   33 20 40.07212,  -97 33 10.28666,     3499.422, 1271009713.00, -15.0706124291,   0.1551283230,  -0.0427311924,     1.274,    52.113,    -0.051
  33 20 41.76274,  -97 33 10.23698,     3499.366,   33 20 41.76274,  -97 33 10.23698,     3499.366, 1271009714.00, -15.1759278014,   0.0389038343,  -0.9080636208,     1.258,    52.114,    -0.022
  33 20 43.45323,  -97 33 10.19213,     3499.296,   33 20 43.45323,  -97 33 10.19213,     3499.296, 1271009715.00, -15.2102594325,  -0.0452464771,  -1.9800046301,     1.031,    52.103,    -0.113
  33 20 45.14282,  -97 33 10.15808,     3499.186,   33 20 45.14282,  -97 33 10.15808,     3499.186, 1271009716.00, -15.5295688117,   0.2079206543,  -1.8912190902,     0.736,    52.054,    -0.067
  33 20 46.83080,  -97 33 10.13527,     3499.203,   33 20 46.83080,  -97 33 10.13527,     3499.203, 1271009717.00, -16.2057163058,   0.1953499602,  -1.4879370165,     0.458,    52.018,     0.065
  33 20 48.51678,  -97 33 10.12329,     3499.258,   33 20 48.51678,  -97 33 10.12329,     3499.258, 1271009718.00, -16.7210345467,   0.3935704391,  -0.6367623752,     0.173,    51.923,     0.139
  33 20 50.20072,  -97 33 10.11768,     3499.465,   33 20 50.20072,  -97 33 10.11768,     3499.465, 1271009719.00, -16.9413425485,   0.4718708513,   0.5210993851,     0.141,    51.891,     0.242
  33 20 51.88340,  -97 33 10.11091,     3499.666,   33 20 51.88340,  -97 33 10.11091,     3499.666, 1271009720.00, -16.6451290980,   0.3762900320,   1.6036744911,     0.244,    51.865,     0.248
  33 20 53.56674,  -97 33 10.09516,     3499.900,   33 20 53.56674,  -97 33 10.09516,     3499.900, 1271009721.00, -16.2554032058,   0.3034327187,   2.5706209845,     0.591,    51.916,     0.130
  33 20 55.25243,  -97 33 10.06532,     3499.836,   33 20 55.25243,  -97 33 10.06532,     3499.836, 1271009722.00, -15.6081385142,   0.0734646485,   2.2734736128,     0.948,    52.013,    -0.236
  33 20 56.94161,  -97 33 10.02046,     3499.593,   33 20 56.94161,  -97 33 10.02046,     3499.593, 1271009723.00, -15.0757461309,   0.0316559182,   1.6638178709,     1.339,    52.124,    -0.238
  33 20 58.63428,  -97 33 09.96464,     3499.392,   33 20 58.63428,  -97 33 09.96464,     3499.392, 1271009724.00, -14.5334644962,  -0.1429529699,  -0.2612057292,     1.471,    52.212,    -0.243
  33 21 00.32972,  -97 33 09.90608,     3499.126,   33 21 00.32972,  -97 33 09.90608,     3499.126, 1271009725.00, -14.6014745864,   0.0323262788,  -1.0679245752,     1.546,    52.306,    -0.185
  33 21 02.02614,  -97 33 09.85133,     3498.838,   33 21 02.02614,  -97 33 09.85133,     3498.838, 1271009726.00, -15.1152573005,  -0.0263388698,  -3.0587752964,     1.212,    52.275,    -0.407
  33 21 03.72098,  -97 33 09.81540,     3498.518,   33 21 03.72098,  -97 33 09.81540,     3498.518, 1271009727.00, -15.5182815432,   0.0159053084,  -3.4803289941,     0.658,    52.213,    -0.325
  33 21 05.41338,  -97 33 09.80036,     3498.236,   33 21 05.41338,  -97 33 09.80036,     3498.236, 1271009728.00, -16.3544618790,   0.1425690882,  -2.8530032338,     0.134,    52.131,    -0.217
  33 21 07.10317,  -97 33 09.80383,     3498.058,   33 21 07.10317,  -97 33 09.80383,     3498.058, 1271009729.00, -17.3389351513,   0.1320323943,  -1.6902254956,    -0.285,    52.054,    -0.196
  33 21 08.79051,  -97 33 09.82125,     3497.932,   33 21 08.79051,  -97 33 09.82125,     3497.932, 1271009730.00, -17.8261440828,   0.3830623931,   0.5914987094,    -0.516,    52.012,     0.017
  33 21 10.47807,  -97 33 09.83941,     3497.948,   33 21 10.47807,  -97 33 09.83941,     3497.948, 1271009731.00, -17.8260237617,   0.3750753614,   1.6788179059,    -0.396,    52.031,    -0.023
  33 21 12.16716,  -97 33 09.85069,     3497.832,   33 21 12.16716,  -97 33 09.85069,     3497.832, 1271009732.00, -17.3097773291,   0.2045172850,   2.7872849747,    -0.160,    52.110,    -0.189
  33 21 13.86026,  -97 33 09.84791,     3497.628,   33 21 13.86026,  -97 33 09.84791,     3497.628, 1271009733.00, -16.5666281505,   0.1952525574,   3.3444692417,     0.309,    52.263,    -0.278
  33 21 15.55840,  -97 33 09.82622,     3497.336,   33 21 15.55840,  -97 33 09.82622,     3497.336, 1271009734.00, -15.6271549834,   0.1654530225,   2.9552762002,     0.795,    52.412,    -0.295
  33 21 17.26167,  -97 33 09.78592,     3496.970,   33 21 17.26167,  -97 33 09.78592,     3496.970, 1271009735.00, -14.8687880458,   0.0841846888,   1.9144754471,     1.245,    52.583,    -0.407
  33 21 18.96935,  -97 33 09.73296,     3496.562,   33 21 18.96935,  -97 33 09.73296,     3496.562, 1271009736.00, -14.3548964697,   0.0202712468,  -0.1134169955,     1.427,    52.683,    -0.385
  33 21 20.67949,  -97 33 09.67818,     3496.193,   33 21 20.67949,  -97 33 09.67818,     3496.193, 1271009737.00, -14.3535442893,   0.1004566902,  -1.7907681295,     1.344,    52.724,    -0.322
  33 21 22.38944,  -97 33 09.63166,     3495.956,   33 21 22.38944,  -97 33 09.63166,     3495.956, 1271009738.00, -14.9132438411,   0.2674395100,  -2.7148230024,     1.038,    52.686,    -0.149
  33 21 24.09638,  -97 33 09.60036,     3495.857,   33 21 24.09638,  -97 33 09.60036,     3495.857, 1271009739.00, -15.7248213691,   0.3304247605,  -3.0079424808,     0.590,    52.550,    -0.054
  33 21 25.79838,  -97 33 09.58871,     3495.894,   33 21 25.79838,  -97 33 09.58871,     3495.894, 1271009740.00, -16.4485014419,   0.2698917694,  -2.6075309256,     0.050,    52.387,     0.060
  33 21 27.49578,  -97 33 09.59383,     3495.981,   33 21 27.49578,  -97 33 09.59383,     3495.981, 1271009741.00, -17.1402620358,   0.4630644900,  -1.0144676129,    -0.251,    52.275,     0.116
  33 21 29.18969,  -97 33 09.60747,     3496.141,   33 21 29.18969,  -97 33 09.60747,     3496.141, 1271009742.00, -17.2694812074,   0.4031388342,   0.2232530049,    -0.400,    52.183,     0.148
  33 21 30.88247,  -97 33 09.62164,     3496.224,   33 21 30.88247,  -97 33 09.62164,     3496.224, 1271009743.00, -17.2088737318,   0.4762711672,   1.4710748686,    -0.298,    52.184,     0.015
  33 21 32.57592,  -97 33 09.62906,     3496.185,   33 21 32.57592,  -97 33 09.62906,     3496.185, 1271009744.00, -16.8293923249,   0.1748552599,   1.5042835024,    -0.111,    52.222,    -0.099
  33 21 34.27138,  -97 33 09.62854,     3496.000,   33 21 34.27138,  -97 33 09.62854,     3496.000, 1271009745.00, -16.1624809105,   0.1656822056,   1.9020766404,     0.165,    52.310,    -0.234
  33 21 35.97030,  -97 33 09.61573,     3495.856,   33 21 35.97030,  -97 33 09.61573,     3495.856, 1271009746.00, -15.7295654597,   0.1725576992,   2.1273865637,     0.507,    52.423,    -0.093
  33 21 37.67274,  -97 33 09.58910,     3495.747,   33 21 37.67274,  -97 33 09.58910,     3495.747, 1271009747.00, -15.6156041542,   0.0408919978,  -0.0103819952,     0.770,    52.498,    -0.193
  33 21 39.37603,  -97 33 09.56023,     3495.559,   33 21 39.37603,  -97 33 09.56023,     3495.559, 1271009748.00, -15.7461124808,   0.1120304377,  -1.2213913206,     0.681,    52.494,    -0.164
  33 21 41.07837,  -97 33 09.53718,     3495.348,   33 21 41.07837,  -97 33 09.53718,     3495.348, 1271009749.00, -15.8398770240,   0.1412570148,  -1.4817662610,     0.509,    52.456,    -0.256
  33 21 42.77898,  -97 33 09.52160,     3495.137,   33 21 42.77898,  -97 33 09.52160,     3495.137, 1271009750.00, -16.0781816301,   0.3294851097,  -1.6401661731,     0.315,    52.384,    -0.204
  33 21 44.47656,  -97 33 09.51511,     3494.967,   33 21 44.47656,  -97 33 09.51511,     3494.967, 1271009751.00, -16.6535687663,   0.5259351489,  -1.9630794568,     0.023,    52.265,    -0.094
  33 21 46.16916,  -97 33 09.51997,     3495.079,   33 21 46.16916,  -97 33 09.51997,     3495.079, 1271009752.00, -17.2973957111,   0.6765485645,  -0.8622671042,    -0.234,    52.095,     0.236
  33 21 47.85566,  -97 33 09.53152,     3495.264,   33 21 47.85566,  -97 33 09.53152,     3495.264, 1271009753.00, -17.3848004228,   0.8843947343,   0.4452569618,    -0.294,    51.892,     0.123
  33 21 49.53726,  -97 33 09.54067,     3495.256,   33 21 49.53726,  -97 33 09.54067,     3495.256, 1271009754.00, -17.1596451980,   0.6206565316,   2.0089046213,    -0.124,    51.807,    -0.226
  33 21 51.21840,  -97 33 09.53981,     3495.201,   33 21 51.21840,  -97 33 09.53981,     3495.201, 1271009755.00, -16.5579936765,   0.3742961388,   2.4200648647,     0.148,    51.853,     0.201
  33 21 52.90332,  -97 33 09.52479,     3495.434,   33 21 52.90332,  -97 33 09.52479,     3495.434, 1271009756.00, -16.0855498674,   0.1391886372,   2.8029038042,     0.613,    52.020,     0.078
  33 21 54.59228,  -97 33 09.49715,     3495.349,   33 21 54.59228,  -97 33 09.49715,     3495.349, 1271009757.00, -14.9072793504,   0.3091966741,   1.1746895307,     0.807,    52.092,    -0.142
  33 21 56.28411,  -97 33 09.45953,     3495.252,   33 21 56.28411,  -97 33 09.45953,     3495.252, 1271009758.00, -14.7175959428,   0.1775195137,   1.3626254171,     1.138,    52.213,    -0.098
  33 21 57.97985,  -97 33 09.41127,     3495.048,   33 21 57.97985,  -97 33 09.41127,     3495.048, 1271009759.00, -15.0412540717,   0.0613007545,   0.2193454327,     1.320,    52.324,    -0.323
  33 21 59.67796,  -97 33 09.36147,     3494.677,   33 21 59.67796,  -97 33 09.36147,     3494.677, 1271009760.00, -15.3027462798,   0.1894484950,  -1.7385143786,     1.189,    52.348,    -0.355
  33 22 01.37521,  -97 33 09.32244,     3494.336,   33 22 01.37521,  -97 33 09.32244,     3494.336, 1271009761.00, -15.5007719529,   0.2756328065,  -2.8291739191,     0.800,    52.275,    -0.336
  33 22 03.06948,  -97 33 09.29929,     3494.067,   33 22 03.06948,  -97 33 09.29929,     3494.067, 1271009762.00, -16.1329621249,   0.4087423615,  -1.9076228718,     0.433,    52.185,    -0.193
  33 22 04.76034,  -97 33 09.28912,     3493.928,   33 22 04.76034,  -97 33 09.28912,     3493.928, 1271009763.00, -16.7703261058,   0.5306276732,  -1.5292014369,     0.098,    52.061,    -0.072
  33 22 06.44710,  -97 33 09.29056,     3493.917,   33 22 06.44710,  -97 33 09.29056,     3493.917, 1271009764.00, -16.9822116280,   0.6376905668,  -0.6096385532,    -0.138,    51.934,     0.062
  33 22 08.13064,  -97 33 09.29673,     3493.981,   33 22 08.13064,  -97 33 09.29673,     3493.981, 1271009765.00, -17.1286768292,   0.6446863815,   0.9339383948,    -0.135,    51.873,     0.061
  33 22 09.81279,  -97 33 09.29845,     3494.062,   33 22 09.81279,  -97 33 09.29845,     3494.062, 1271009766.00, -16.9832486816,   0.5852993060,   1.7467764300,     0.069,    51.841,     0.062
  33 22 11.49501,  -97 33 09.29025,     3494.100,   33 22 11.49501,  -97 33 09.29025,     3494.100, 1271009767.00, -16.5946916233,   0.4904747909,   1.8048628913,     0.352,    51.866,     0.035
  33 22 13.17813,  -97 33 09.27063,     3494.116,   33 22 13.17813,  -97 33 09.27063,     3494.116, 1271009768.00, -16.1123184556,   0.4946974899,   1.9846856953,     0.672,    51.901,     0.061
  33 22 14.86231,  -97 33 09.23733,     3494.182,   33 22 14.86231,  -97 33 09.23733,     3494.182, 1271009769.00, -15.8434981173,   0.4477149507,   1.6661956457,     1.053,    51.931,     0.048
  33 22 16.54704,  -97 33 09.19046,     3494.150,   33 22 16.54704,  -97 33 09.19046,     3494.150, 1271009770.00, -16.0017605194,   0.3592273488,   0.4680721412,     1.319,    51.935,     0.004
  33 22 18.23084,  -97 33 09.13988,     3494.111,   33 22 18.23084,  -97 33 09.13988,     3494.111, 1271009771.00, -15.8838744531,   0.3388701584,   0.0357468368,     1.286,    51.870,    -0.111
  33 22 19.91250,  -97 33 09.09043,     3494.058,   33 22 19.91250,  -97 33 09.09043,     3494.058, 1271009772.00, -15.5395497365,   0.4721114936,   0.2368206455,     1.288,    51.802,    -0.016
  33 22 21.59282,  -97 33 09.03923,     3494.097,   33 22 21.59282,  -97 33 09.03923,     3494.097, 1271009773.00, -15.4470858075,   0.2469161618,   0.1001472930,     1.342,    51.790,     0.009
  33 22 23.27274,  -97 33 08.98659,     3494.102,   33 22 23.27274,  -97 33 08.98659,     3494.102, 1271009774.00, -15.4860068306,   0.3213720273,   0.2550120555,     1.390,    51.779,    -0.030
  33 22 24.95217,  -97 33 08.93267,     3494.107,   33 22 24.95217,  -97 33 08.93267,     3494.107, 1271009775.00, -15.6176725319,   0.3807361844,  -0.4837482664,     1.350,    51.744,     0.059
  33 22 26.63015,  -97 33 08.88208,     3494.160,   33 22 26.63015,  -97 33 08.88208,     3494.160, 1271009776.00, -15.4386232209,   0.4158814156,  -0.6820031227,     1.272,    51.709,     0.071
  33 22 28.30656,  -97 33 08.83477,     3494.270,   33 22 28.30656,  -97 33 08.83477,     3494.270, 1271009777.00, -15.7208851491,   0.5084771249,  -0.8394404656,     1.173,    51.639,     0.159
  33 22 29.98031,  -97 33 08.79201,     3494.454,   33 22 29.98031,  -97 33 08.79201,     3494.454, 1271009778.00, -16.0010672405,   0.6306259972,  -1.2016643837,     1.017,    51.544,     0.228
  33 22 31.65059,  -97 33 08.75685,     3494.758,   33 22 31.65059,  -97 33 08.75685,     3494.758, 1271009779.00, -16.3403327397,   0.5790884435,  -1.2674456682,     0.803,    51.438,     0.358
  33 22 33.31739,  -97 33 08.73032,     3495.085,   33 22 33.31739,  -97 33 08.73032,     3495.085, 1271009780.00, -16.5534959578,   0.6546959542,  -0.6289930675,     0.602,    51.330,     0.321
  33 22 34.98132,  -97 33 08.70874,     3495.433,   33 22 34.98132,  -97 33 08.70874,     3495.433, 1271009781.00, -16.6893385215,   0.6955822224,   0.0686919101,     0.537,    51.263,     0.359
  33 22 36.64310,  -97 33 08.68830,     3495.790,   33 22 36.64310,  -97 33 08.68830,     3495.790, 1271009782.00, -16.6310687137,   0.6802212240,  -0.4433833898,     0.502,    51.187,     0.373
  33 22 38.30286,  -97 33 08.67043,     3496.137,   33 22 38.30286,  -97 33 08.67043,     3496.137, 1271009783.00, -16.5374244917,   0.5480284015,  -0.5824631650,     0.411,    51.139,     0.311
  33 22 39.96120,  -97 33 08.65584,     3496.418,   33 22 39.96120,  -97 33 08.65584,     3496.418, 1271009784.00, -16.6651883504,   0.6068425191,  -0.1733942175,     0.368,    51.107,     0.285
  33 22 41.61857,  -97 33 08.64223,     3496.727,   33 22 41.61857,  -97 33 08.64223,     3496.727, 1271009785.00, -17.0313656773,   0.5924956559,  -0.3411906374,     0.314,    51.067,     0.324
  33 22 43.27452,  -97 33 08.63258,     3496.975,   33 22 43.27452,  -97 33 08.63258,     3496.975, 1271009786.00, -16.9088615711,   0.5449458885,  -0.3661945156,     0.190,    51.033,     0.208
  33 22 44.92971,  -97 33 08.62624,     3497.217,   33 22 44.92971,  -97 33 08.62624,     3497.217, 1271009787.00, -16.8633629926,   0.5934066588,   0.3455565758,     0.152,    51.018,     0.253
  33 22 46.58539,  -97 33 08.61896,     3497.458,   33 22 46.58539,  -97 33 08.61896,     3497.458, 1271009788.00, -16.7824957294,   0.5239699036,   0.5579520305,     0.220,    51.053,     0.213
  33 22 48.24226,  -97 33 08.60885,     3497.662,   33 22 48.24226,  -97 33 08.60885,     3497.662, 1271009789.00, -16.8169190337,   0.4715843724,   0.3964466872,     0.292,    51.091,     0.179
  33 22 49.89996,  -97 33 08.59733,     3497.843,   33 22 49.89996,  -97 33 08.59733,     3497.843, 1271009790.00, -16.6701616241,   0.4319013155,  -0.1745802402,     0.291,    51.102,     0.188
  33 22 51.55802,  -97 33 08.58640,     3498.035,   33 22 51.55802,  -97 33 08.58640,     3498.035, 1271009791.00, -16.6950852882,   0.4859770723,  -0.2231957091,     0.263,    51.119,     0.208
  33 22 53.21614,  -97 33 08.57702,     3498.265,   33 22 53.21614,  -97 33 08.57702,     3498.265, 1271009792.00, -16.8937584036,   0.4173424580,  -0.1532662102,     0.223,    51.112,     0.219
  33 22 54.87442,  -97 33 08.56994,     3498.431,   33 22 54.87442,  -97 33 08.56994,     3498.431, 1271009793.00, -16.9469346166,   0.3462097477,  -0.1901245852,     0.148,    51.124,     0.134
  33 22 56.53324,  -97 33 08.56456,     3498.585,   33 22 56.53324,  -97 33 08.56456,     3498.585, 1271009794.00, -17.2004512522,   0.3295882421,   0.3730929275,     0.133,    51.151,     0.167
  33 22 58.19305,  -97 33 08.55956,     3498.687,   33 22 58.19305,  -97 33 08.55956,     3498.687, 1271009795.00, -17.1814233238,   0.3005450114,   0.6390656655,     0.139,    51.184,     0.081
  33 22 59.85462,  -97 33 08.55329,     3498.717,   33 22 59.85462,  -97 33 08.55329,     3498.717, 1271009796.00, -17.0022995283,   0.2024317186,   0.7681129497,     0.184,    51.260,    -0.045
  33 23 01.51864,  -97 33 08.54413,     3498.679,   33 23 01.51864,  -97 33 08.54413,     3498.679, 1271009797.00, -16.7383550608,   0.1624621828,   1.2173978048,     0.301,    51.335,    -0.035
  33 23 03.18593,  -97 33 08.52914,     3498.612,   33 23 03.18593,  -97 33 08.52914,     3498.612, 1271009798.00, -16.4909805328,   0.0575765288,   1.2067694377,     0.475,    51.452,    -0.096
